waveform,amplitude,duration,frequency,charge_uC_per_cm2,charge_balanced,ap_fired
step,1.0,200.0,30.0,0.2,False,False
step,1.2,200.0,30.0,0.23999999999999988,False,False
step,1.4,200.0,30.0,0.2799999999999998,False,False
step,1.5999999999999999,200.0,30.0,0.3200000000000002,False,False
step,1.7999999999999998,200.0,30.0,0.35999999999999993,False,False
step,1.9999999999999998,200.0,30.0,0.39999999999999997,False,False
step,2.1999999999999997,200.0,30.0,0.4400000000000001,False,False
step,2.3999999999999995,200.0,30.0,0.4799999999999997,False,True
step,2.5999999999999996,200.0,30.0,0.5200000000000002,False,True
step,2.8,200.0,30.0,0.5599999999999996,False,True
step,2.9999999999999996,200.0,30.0,0.5999999999999999,False,True
step,3.1999999999999993,200.0,30.0,0.6400000000000003,False,True
step,3.3999999999999995,200.0,30.0,0.68,False,True
step,3.5999999999999996,200.0,30.0,0.7199999999999999,False,True
step,3.7999999999999994,200.0,30.0,0.7599999999999996,False,True
step,3.999999999999999,200.0,30.0,0.7999999999999999,False,True
step,4.199999999999999,200.0,30.0,0.8400000000000004,False,True
step,4.3999999999999995,200.0,30.0,0.8800000000000002,False,True
step,4.6,200.0,30.0,0.9199999999999997,False,True
step,4.799999999999999,200.0,30.0,0.9599999999999994,False,True
sine,1.0,200.0,30.0,0.12732395443162836,True,False
sine,1.2,200.0,30.0,0.15278874531795408,True,False
sine,1.4,200.0,30.0,0.17825353620427972,True,False
sine,1.5999999999999999,200.0,30.0,0.20371832709060542,True,False
sine,1.7999999999999998,200.0,30.0,0.22918311797693106,True,False
sine,1.9999999999999998,200.0,30.0,0.2546479088632567,True,False
sine,2.1999999999999997,200.0,30.0,0.28011269974958236,True,True
sine,2.3999999999999995,200.0,30.0,0.30557749063590794,True,True
sine,2.5999999999999996,200.0,30.0,0.33104228152223364,True,True
sine,2.8,200.0,30.0,0.35650707240855944,True,True
sine,2.9999999999999996,200.0,30.0,0.3819718632948851,True,True
sine,3.1999999999999993,200.0,30.0,0.40743665418121067,True,True
sine,3.3999999999999995,200.0,30.0,0.4329014450675364,True,True
sine,3.5999999999999996,200.0,30.0,0.4583662359538621,True,True
sine,3.7999999999999994,200.0,30.0,0.48383102684018775,True,True
sine,3.999999999999999,200.0,30.0,0.5092958177265134,True,True
sine,4.199999999999999,200.0,30.0,0.5347606086128391,True,True
sine,4.3999999999999995,200.0,30.0,0.5602253994991647,True,True
sine,4.6,200.0,30.0,0.5856901903854905,True,True
sine,4.799999999999999,200.0,30.0,0.6111549812718159,True,True
square,1.0,200.0,30.0,0.2,True,False
square,1.2,200.0,30.0,0.23999999999999988,True,False
square,1.4,200.0,30.0,0.2799999999999998,True,True
square,1.5999999999999999,200.0,30.0,0.3200000000000002,True,True
square,1.7999999999999998,200.0,30.0,0.35999999999999993,True,True
square,1.9999999999999998,200.0,30.0,0.39999999999999997,True,True
square,2.1999999999999997,200.0,30.0,0.4400000000000001,True,True
square,2.3999999999999995,200.0,30.0,0.4799999999999997,True,True
square,2.5999999999999996,200.0,30.0,0.5200000000000002,True,True
square,2.8,200.0,30.0,0.5599999999999996,True,True
square,2.9999999999999996,200.0,30.0,0.5999999999999999,True,True
square,3.1999999999999993,200.0,30.0,0.6400000000000003,True,True
square,3.3999999999999995,200.0,30.0,0.68,True,True
square,3.5999999999999996,200.0,30.0,0.7199999999999999,True,True
square,3.7999999999999994,200.0,30.0,0.7599999999999996,True,True
square,3.999999999999999,200.0,30.0,0.7999999999999999,True,True
square,4.199999999999999,200.0,30.0,0.8400000000000004,True,True
square,4.3999999999999995,200.0,30.0,0.8800000000000002,True,True
